id;node1id;node2id;length;distance;curveness;volume;avgCrossSection;minRadiusAvg;minRadiusStd;avgRadiusAvg;avgRadiusStd;maxRadiusAvg;maxRadiusStd;roundnessAvg;roundnessStd;node1_degree;node2_degree;num_voxels;hasNodeAtSampleBorder
39;1444;1436;13.1723;12.6623;1.04028;110;8.35084;1.35493;0.247284;1.83756;0.187965;2.25583;0.310846;0.604916;0.10997;3;3;10;0
40;47;1452;8.59043;8.48528;1.01239;92;10.7096;1.37452;0.104307;1.92037;0.191679;2.46113;0.402215;0.572793;0.0976007;1;3;7;0
41;1451;1453;20.4529;18.3364;1.11543;165;8.06733;1.31278;0.213091;1.80398;0.10102;2.19557;0.18397;0.604732;0.122648;3;3;15;0
42;1453;1438;34.7486;27.7489;1.25225;446;12.835;1.51345;0.286632;2.24993;0.521501;3.05779;1.3855;0.541747;0.147366;3;3;28;0
43;41;1454;10.6275;10.4881;1.01329;113;10.6328;1.41364;0.119926;1.99781;0.239386;2.51194;0.562897;0.57869;0.0831346;1;3;8;0
44;27;1454;24.1098;23.7276;1.01611;236;9.78856;1.39636;0.189214;1.87786;0.198494;2.4141;0.481393;0.597387;0.130044;1;3;20;0
45;1446;1422;48.3661;47.3075;1.02238;1018;21.0478;2.22224;0.257784;2.78065;0.12301;3.31937;0.205018;0.673418;0.0990782;3;3;35;0
46;79;1443;6.68381;6.40312;1.04384;35;5.23654;0.683183;0.170129;1.56697;0.261903;2.18308;0.393386;0.312182;0.0514483;1;3;5;0
47;76;1441;9.993;9.69536;1.0307;52;5.20364;0.784676;0.101333;1.58125;0.356861;2.24668;0.668344;0.36835;0.0829552;1;3;8;0
48;30;1456;12.802;12.5698;1.01847;338;26.4021;2.07187;0.132281;2.87267;0.291028;3.67662;0.61024;0.574581;0.0764033;1;3;10;0
49;1435;1457;8.89213;8.75595;1.01555;73;8.2095;1.40148;0.158382;1.92099;0.0736022;2.33394;0.240283;0.604245;0.0769999;3;3;5;0
50;80;1451;8.81925;8.73053;1.01016;37;4.19537;0.643879;0.117356;1.49479;0.166209;2.05543;0.235788;0.31679;0.0695468;1;3;7;0
51;1451;78;13.0067;12.6842;1.02542;55;4.22859;0.594376;0.150399;1.408;0.199555;1.93477;0.324848;0.307589;0.0539154;1;3;11;0
52;1443;1461;9.70624;9.55685;1.01563;137;14.1146;1.81822;0.0601607;2.38381;0.131185;2.94479;0.373239;0.626961;0.0759904;3;3;6;0
53;1432;82;45.1597;42.1782;1.07069;320;7.08596;1.19363;0.295182;1.75924;0.439431;2.32294;1.05178;0.556207;0.156285;1;3;36;0
54;1442;1458;22.3727;21.9545;1.01905;309;13.8115;1.61042;0.095687;2.24259;0.0719836;2.74263;0.159003;0.589224;0.0492737;3;3;20;0
55;70;1459;6.2599;6.16441;1.01549;44;7.02887;1.06681;0.209678;1.78206;0.470174;2.71361;1.33329;0.485674;0.203062;1;3;4;0
56;1449;1434;19.0734;16.3673;1.16533;170;8.91296;1.35403;0.16746;1.88054;0.0975077;2.35874;0.165861;0.57562;0.0736595;3;3;15;0
57;1445;1460;19.6877;19.105;1.0305;157;7.97451;1.23722;0.310172;1.78382;0.114096;2.30184;0.234188;0.549832;0.166536;3;3;17;0
58;20;1462;21.6775;21.0555;1.02954;349;16.0996;1.80349;0.108043;2.42143;0.187526;2.99276;0.404425;0.611011;0.0727538;1;3;14;0
59;21;1462;28.261;26.3502;1.07252;432;15.2861;1.69022;0.179749;2.34188;0.10138;2.89162;0.173788;0.587306;0.0768395;1;3;22;0
60;1458;68;37.7868;37.3363;1.01207;325;8.60089;1.21331;0.138803;1.81267;0.0946435;2.25023;0.165135;0.541028;0.0641965;1;3;32;0
61;1452;1463;32.2468;31.273;1.03114;415;12.8695;1.54998;0.0989349;2.18733;0.0836362;2.72581;0.110305;0.569356;0.0404495;3;3;30;0
62;48;1463;47.863;41.5812;1.15107;511;10.6763;1.35768;0.222991;1.99751;0.645155;2.65098;1.51017;0.578055;0.161471;1;3;41;0
63;42;1464;13.267;13.1529;1.00867;121;9.12035;1.43536;0.117384;1.76906;0.164242;2.15116;0.299028;0.678798;0.10066;1;3;12;0
64;1440;88;8.67911;8.60233;1.00893;46;5.30008;1.04249;0.262661;1.57102;0.0952057;2.13987;0.391494;0.499262;0.15069;1;3;6;0
65;45;1465;13.8207;13.1529;1.05077;102;7.38026;0.819846;0.369636;1.67659;0.643171;2.49203;1.27472;0.360726;0.134859;1;3;12;0
66;1449;84;8.02828;7.93025;1.01236;47;5.85431;1.00906;0.15329;1.66022;0.212312;2.31539;0.527891;0.457924;0.120648;1;3;5;0
67;1433;1466;15.8108;15.6098;1.01287;142;8.98122;1.41696;0.137268;1.94808;0.0807655;2.45969;0.26498;0.583992;0.09553;3;3;9;0
68;71;1467;22.3914;22.151;1.01085;105;4.68931;0.937606;0.206696;1.49088;0.11309;1.8757;0.22904;0.508969;0.128028;1;3;17;0
69;1445;1467;23.8241;21.9545;1.08516;211;8.85658;1.28149;0.256805;1.87321;0.0461723;2.31836;0.208533;0.564073;0.139875;3;3;19;0
70;1460;86;13.2377;13.0384;1.01529;61;4.60804;0.536974;0.0880199;1.41598;0.145586;2.02602;0.294331;0.264788;0.0124626;1;3;12;0
71;1434;1468;15.5143;15.1658;1.02298;142;9.15287;1.44064;0.133739;1.90209;0.0507244;2.34606;0.169906;0.616567;0.0664157;3;3;11;0
72;60;1468;14.7879;14.5258;1.01804;71;4.80123;0.798151;0.165869;1.53477;0.175379;2.06578;0.373815;0.395456;0.104572;1;3;10;0
73;77;1469;12.9217;12.6886;1.01837;125;9.67367;1.52263;0.222986;1.96297;0.136706;2.37432;0.287045;0.653369;0.129107;1;3;9;0
74;73;1472;11.2611;11.0604;1.01814;64;5.68328;1.16156;0.178935;1.66147;0.275487;2.173;0.742759;0.588728;0.198383;1;3;7;0
75;1459;89;21.4716;20.4695;1.04896;182;8.4763;1.25566;0.272162;2.00462;0.62282;2.76393;1.4736;0.526453;0.217075;1;3;14;0
76;1429;1473;26.2099;25.5799;1.02463;232;8.85161;1.41154;0.196847;1.92189;0.0808755;2.35044;0.148051;0.604672;0.102946;3;3;18;0
77;22;1475;28.0281;24.3903;1.14915;490;17.4825;1.51349;0.203038;2.49527;1.19925;3.40009;2.32426;0.537313;0.145709;1;3;22;0
78;35;1464;78.7319;66.5582;1.1829;682;8.66231;1.23053;0.311182;1.8528;0.51151;2.43664;1.07589;0.544698;0.166006;1;3;68;0
79;1439;1471;23.9962;23.3452;1.02788;302;12.5853;1.5473;0.526848;2.13674;0.607188;2.77236;0.903912;0.581161;0.137595;3;3;20;0
80;74;1470;10.8795;10.4881;1.03732;57;5.23922;0.981893;0.185796;1.61072;0.285153;2.12352;0.685728;0.504087;0.164288;1;3;7;0
81;66;1470;54.5241;49.1223;1.10997;462;8.47332;1.18209;0.321044;1.80545;0.352844;2.35226;0.708395;0.527592;0.159441;1;3;47;0
82;1427;91;43.6325;38.1838;1.1427;288;6.60059;1.06789;0.40276;1.69376;0.176062;2.1266;0.29207;0.49823;0.177446;1;3;35;0
83;1441;1458;38.3899;35.5809;1.07895;457;11.9042;1.49575;0.336269;2.24758;0.608225;3.02011;1.55275;0.569133;0.174192;3;3;27;0
84;1469;1466;33.9517;31.5911;1.07472;256;7.54012;1.44464;0.146077;1.69434;0.0897935;2.01981;0.217714;0.725272;0.11217;3;3;31;0
85;40;1473;40.6027;38.3927;1.05756;333;8.20143;1.13861;0.343824;1.98968;0.474598;2.96196;1.36428;0.449651;0.199421;1;3;33;0
86;1474;65;44.8191;40.7554;1.09971;406;9.05863;1.34528;0.211806;1.84672;0.156552;2.30153;0.330527;0.594755;0.120805;1;3;38;0
87;1455;1476;9.84307;9.27362;1.06141;82;8.33074;1.38108;0.134745;1.79419;0.136542;2.15557;0.231376;0.651849;0.114947;3;3;7;0
88;1446;1475;37.8593;37.1917;1.01795;1434;37.8771;2.9067;0.25347;3.60863;0.150645;4.30438;0.220374;0.677737;0.074248;3;3;34;0
89;1461;1477;18.8868;18.7794;1.00572;270;14.2957;1.79393;0.110584;2.32464;0.0687622;2.84772;0.22292;0.634352;0.0672484;3;3;14;0
90;1446;1471;30.5545;30.282;1.009;887;29.0301;2.479;0.178576;3.27562;0.0822198;4.01147;0.180728;0.620409;0.0667578;3;3;22;0
91;52;1478;18.783;18.4662;1.01715;186;9.90259;1.38995;0.121503;1.89257;0.207871;2.3244;0.477829;0.611639;0.0857484;1;3;15;0
92;1449;1478;42.4817;33.9297;1.25205;335;7.88575;1.31226;0.264372;1.78613;0.196468;2.22924;0.314842;0.596051;0.126773;3;3;30;0
93;1468;1480;5.0927;4.89898;1.03954;46;9.03253;1.54983;0.0270044;2.04987;0.0561554;2.7642;0.244105;0.565682;0.0566691;3;3;3;0
94;1;1481;26.4461;26.0384;1.01565;2288;86.5157;4.87207;0.378784;5.4999;0.391041;6.15953;0.422059;0.790978;0.030943;1;3;25;1
95;1437;1486;20.3292;19.4222;1.0467;178;8.75586;1.43998;0.129568;1.85123;0.0706894;2.32824;0.222603;0.625033;0.0878015;3;3;15;0
96;1474;1476;21.2455;21.095;1.00713;159;7.48395;1.07174;0.208615;1.78225;0.07016;2.21789;0.086564;0.483582;0.0920677;3;3;17;0
97;1464;1479;15.0051;14.4914;1.03545;125;8.33052;1.27871;0.205863;1.82099;0.07625;2.23878;0.104117;0.573338;0.0974265;3;3;12;0
98;1472;1479;19.337;15.6205;1.23792;277;14.3249;1.74315;0.136263;2.34664;0.105041;2.83616;0.161181;0.616973;0.0625003;3;3;14;0
99;67;1487;16.9199;16.6132;1.01846;283;16.7259;1.70882;0.166725;2.40764;0.257044;3.1091;0.596032;0.561799;0.082745;1;3;12;0
100;1465;1483;19.7059;18.2757;1.07826;524;26.591;2.60862;0.157825;3.1865;0.0930655;3.76624;0.117529;0.693358;0.0473023;3;3;16;0
101;1436;1484;41.8938;33.0807;1.26641;485;11.5769;1.37864;0.210419;2.31706;1.00191;3.55091;2.44316;0.499559;0.191441;3;3;34;0
102;55;1485;33.2341;32.0156;1.03806;350;10.5314;1.42851;0.156296;2.03483;0.617017;2.74395;1.41432;0.588373;0.153857;1;3;26;0
103;1460;1484;27.8287;27.4408;1.01413;443;15.9188;1.79088;0.0948393;2.48353;0.457908;3.23424;1.24945;0.600046;0.123302;3;3;19;0
104;54;1485;43.3453;33.8231;1.28153;591;13.6347;1.52408;0.174177;2.26798;0.547393;2.94829;1.1652;0.560729;0.134458;1;3;33;0
105;1481;1482;7.2029;7.08676;1.01639;235;32.6257;2.37687;1.36165;4.03952;0.859664;5.64992;0.383016;0.409214;0.215908;3;3;4;0
106;1467;1482;11.7679;11.6285;1.01199;106;9.00755;1.45942;0.205381;1.96283;0.0982804;2.41371;0.272359;0.613935;0.114226;3;3;7;0
107;81;1490;48.3731;44.3546;1.0906;362;7.4835;1.08711;0.392382;1.74577;0.463137;2.36991;1.02662;0.485697;0.174196;1;3;41;0
108;1490;1432;32.6056;32.3625;1.00751;288;8.83284;1.41317;0.155549;1.86095;0.0803372;2.26446;0.157279;0.626882;0.0792362;3;3;25;0
109;1487;1421;57.264;56.7157;1.00967;1710;29.8617;2.6205;0.191319;3.30122;0.0792866;3.99015;0.157833;0.65856;0.063493;3;3;40;0
110;51;1488;25.6657;25.5147;1.00592;242;9.42893;1.48267;0.0811347;1.90184;0.140801;2.37603;0.409882;0.637471;0.087056;1;3;18;0
111;1456;95;34.6505;33.1361;1.0457;744;21.4715;1.96855;0.321616;2.73598;0.122896;3.4967;0.241072;0.569552;0.121947;1;3;31;0
112;1469;94;9.26184;9.11043;1.01662;97;10.4731;1.35267;0.133181;1.99911;0.158505;2.59663;0.314519;0.524607;0.055482;1;3;6;0
113;46;1491;22.4201;22.0151;1.01839;105;4.6833;0.930871;0.0932866;1.41815;0.255435;1.94511;0.53873;0.501848;0.103295;1;3;19;0
114;1489;1481;3.0208;3;1.00693;70;23.1727;5.6694;0;5.90625;0;6.26391;0;0.905089;0;3;3;1;0
115;1442;96;66.6661;63.3798;1.05185;800;12.0001;1.45057;0.271201;2.06767;0.295627;2.59598;0.520086;0.572527;0.126408;1;3;61;0
116;83;1491;38.4136;37.8594;1.01464;169;4.39948;0.755144;0.186022;1.40391;0.177032;1.88917;0.325003;0.411326;0.121383;1;3;35;0
117;1489;1482;9.66436;7.15697;1.35034;294;30.4211;1.9928;1.25329;3.91254;1.00574;6.56172;2.19469;0.352554;0.243426;3;3;7;0
118;72;1486;37.1889;33.4166;1.11289;293;7.87871;1.18542;0.28276;1.81487;0.263131;2.3484;0.555385;0.521087;0.132597;1;3;29;0
119;1438;1495;25.3729;24.9132;1.01845;367;14.4642;1.88262;0.0856719;2.36444;0.0850562;2.87592;0.214567;0.657637;0.0503091;3;3;17;0
120;1461;97;18.9541;18.7528;1.01074;92;4.85382;0.752095;0.146796;1.49115;0.169286;2.01826;0.323076;0.383752;0.0985332;1;3;14;0
121;1483;1488;12.3301;12.083;1.02045;172;13.9495;1.79601;0.204258;2.39226;0.19316;2.86244;0.266034;0.629238;0.0646684;3;3;9;0
122;1483;1492;13.3377;13.1529;1.01405;260;19.4936;2.15676;0.170363;2.78589;0.105265;3.38555;0.175594;0.639652;0.069718;3;3;9;0
123;62;1492;42.2745;39.6611;1.0659;363;8.58673;1.26702;0.390295;1.83752;0.293067;2.35184;0.40912;0.534661;0.14851;1;3;33;0
124;1459;1493;23.4483;21.9545;1.06804;201;8.57205;1.37575;0.250844;1.86543;0.125389;2.3395;0.266664;0.593697;0.116472;3;3;18;0
125;1450;1493;17.0396;16.7597;1.0167;246;14.4369;1.577;0.116935;2.3352;0.0560541;2.953;0.123913;0.535521;0.0515728;3;3;13;0
126;85;1498;21.1661;20.3197;1.04165;107;5.05526;0.859392;0.201505;1.56422;0.334199;2.12001;0.802202;0.440573;0.149501;1;3;14;0
127;6;1494;30.5795;30.0167;1.01875;2237;73.1535;4.09038;0.351363;4.99126;0.338603;5.90572;0.454125;0.693253;0.0441732;1;3;29;1
128;1476;1495;12.141;11.9861;1.01292;110;9.06023;1.49527;0.0791683;1.96498;0.124829;2.5116;0.375193;0.609935;0.0981096;3;3;7;0
129;1472;1496;19.8111;19.5448;1.01362;272;13.7297;1.67744;0.127049;2.27;0.0722228;2.75265;0.124791;0.610989;0.0574661;3;3;16;0
130;24;1496;28.4462;27.9285;1.01854;263;9.24552;1.4408;0.137694;1.81381;0.10371;2.22209;0.251903;0.656815;0.0974154;1;3;25;0
131;1494;1474;25.5283;25.0799;1.01788;400;15.6689;1.53702;0.764802;2.25735;0.918375;2.87436;1.26132;0.549928;0.136695;3;3;22;0
132;1447;1499;17.0443;16.2481;1.049;156;9.15263;1.32514;0.267868;1.8171;0.122962;2.30597;0.287656;0.588854;0.156528;3;3;15;0
133;92;1501;15.1396;14.5945;1.03735;161;10.6344;1.53744;0.152717;2.09943;0.314243;2.83922;0.682019;0.566286;0.110047;1;3;10;0
134;53;1501;27.5254;25.632;1.07387;255;9.26417;1.25232;0.27223;1.8712;0.153401;2.37821;0.351823;0.539823;0.14754;1;3;22;0
135;1465;1504;21.403;21.2132;1.00895;628;29.3417;2.6334;0.215728;3.35307;0.0350481;4.0209;0.17756;0.657342;0.0729885;3;3;14;0
136;1498;1500;20.5941;17.7169;1.1624;93;4.51585;0.83295;0.212357;1.5047;0.0726745;2.01291;0.124532;0.417801;0.122469;3;3;16;0
137;98;1506;9.31367;9.16515;1.0162;56;6.01267;0.955345;0.228684;1.80768;0.486752;2.55235;1.15722;0.433826;0.169929;1;3;5;0
138;1477;1502;26.7019;25.4755;1.04814;223;8.35146;1.41177;0.160225;1.81352;0.152776;2.26154;0.343653;0.639784;0.125753;3;3;23;0
139;1497;1503;16.5897;15.9792;1.03821;226;13.6229;1.69755;0.11607;2.30324;0.0497834;2.82131;0.145801;0.603953;0.059164;3;3;11;0
140;1503;101;11.8208;11.7426;1.00666;102;8.62888;1.44998;0.0957397;1.73726;0.175083;2.05943;0.336385;0.719626;0.109774;1;3;10;0
141;1448;1505;21.851;21.1896;1.03121;317;14.5074;1.70816;0.209284;2.33405;0.0712318;2.8046;0.125629;0.61155;0.0885005;3;3;17;0
142;1480;1500;39.7489;37.4833;1.06044;316;7.94991;1.18026;0.33549;1.73504;0.12699;2.21203;0.297804;0.550908;0.187115;3;3;36;0
143;1502;1506;17.4846;16.773;1.04242;145;8.29303;1.34296;0.242622;1.76399;0.0976178;2.17258;0.262938;0.633479;0.148988;3;3;15;0
144;9;1507;34.2377;34.0147;1.00656;2554;74.596;4.39757;0.381607;5.00996;0.288595;5.76111;0.317037;0.762373;0.047163;1;3;33;1
145;1502;102;10.5155;10.247;1.02621;76;7.22744;1.36121;0.19338;1.68898;0.140317;2.0907;0.309779;0.665705;0.141025;1;3;9;0
146;1508;1487;12.0724;11.804;1.02274;345;28.5776;2.71383;0.121584;3.3696;0.105151;4.04284;0.28788;0.674532;0.054084;3;3;8;0
147;1508;1456;30.2327;29.5466;1.02322;904;29.9014;2.80481;0.105386;3.3465;0.0496984;3.93596;0.13209;0.713594;0.039538;3;3;20;0
148;100;1512;60.8357;49.9833;1.21712;521;8.56406;1.28802;0.315461;1.88495;0.388528;2.51206;0.988014;0.556677;0.168603;1;3;47;0
149;1480;1509;17.2095;14.5258;1.18475;255;14.8174;1.75948;0.161308;2.40247;0.0768213;2.92053;0.235376;0.608253;0.0853775;3;3;12;0
150;1500;104;14.5895;14.4568;1.00918;68;4.66089;0.751991;0.258281;1.56679;0.230489;2.07015;0.511914;0.36808;0.119908;1;3;9;0
151;1485;1513;9.9204;9.33928;1.06222;183;18.4468;2.37219;0.19239;2.79036;0.0959704;3.25355;0.177458;0.732649;0.0819463;3;3;7;0
152;99;1507;14.2871;14;1.02051;314;21.9779;1.97731;1.05212;2.90915;1.10629;4.23528;1.60138;0.512925;0.224434;1;3;11;0
153;36;1511;50.563;48.5592;1.04126;426;8.42513;1.31987;0.273184;1.91873;0.425291;2.49006;1.00015;0.572885;0.143459;1;3;38;0
154;1470;1511;17.862;17.4642;1.02278;156;8.7336;1.43659;0.121724;1.91014;0.0517109;2.33895;0.138638;0.616315;0.0627956;3;3;14;0
155;1466;1499;39.4024;36.6197;1.07599;563;14.2885;1.77936;0.119145;2.31306;0.0731805;2.78358;0.113239;0.640253;0.0501034;3;3;31;0
156;1505;1504;10.092;8.544;1.18118;166;16.4486;1.72623;0.475081;2.54438;0.850167;3.59648;1.55785;0.526026;0.129;3;3;7;0
157;1492;1512;30.594;30.4138;1.00592;640;20.9191;2.19235;0.165439;2.79894;0.0598098;3.31929;0.231124;0.666297;0.0909451;3;3;20;0
158;1452;1513;37.0718;35.9429;1.03141;823;22.2002;2.1594;0.264619;2.85177;0.0863222;3.50102;0.169839;0.619976;0.0915211;3;3;28;0
159;1495;1514;9.0532;8.56349;1.05719;114;12.5922;1.7685;0.0625374;2.35379;0.144778;2.87236;0.291418;0.61985;0.042264;3;3;5;0
160;1477;1515;21.1204;20.4124;1.03468;309;14.6304;1.59375;0.162356;2.33963;0.0922956;2.8614;0.146503;0.559793;0.0775147;3;3;15;0
161;1497;107;61.4148;55.7435;1.10174;571;9.29743;1.33326;0.302598;1.95733;0.363023;2.54357;0.76119;0.555;0.166661;1;3;44;0
162;1471;1510;25.3405;24.6577;1.02769;760;29.9915;2.6405;0.130027;3.28732;0.077803;3.94067;0.151478;0.671629;0.0508042;3;3;20;0
163;1496;1516;11.074;10.9848;1.00812;150;13.5452;1.75961;0.0986466;2.36558;0.0602797;2.9079;0.156696;0.607207;0.0520497;3;3;7;0
164;1507;1520;4.222;4.12311;1.02398;97;22.9749;4.51121;0.00292158;4.83166;0.00538564;5.25905;0.0615604;0.857911;0.00948685;3;4;2;0
165;103;1518;11.1142;11.0554;1.00531;56;5.03861;0.99878;0.149954;1.63392;0.313774;2.22675;0.615527;0.46632;0.0941852;1;3;7;0
166;1479;1518;23.5039;22.7279;1.03415;206;8.7645;1.47889;0.113668;1.91736;0.0939456;2.42909;0.196959;0.611663;0.057512;3;3;16;0
167;1510;29;51.3525;46.4327;1.10595;566;11.0219;1.45974;0.194617;2.11916;0.784044;2.83247;1.67867;0.582915;0.1409;1;3;38;0
168;14;1521;38.6524;38.0436;1.016;3359;86.9027;4.55431;0.369908;5.45279;0.336888;6.2489;0.352375;0.728029;0.0334621;1;4;36;1
169;1488;1516;25.7623;25.5016;1.01022;366;14.2068;1.8552;0.126849;2.33108;0.0413832;2.76391;0.12099;0.673299;0.0647515;3;3;19;0
170;8;1517;38;38;1;4606;121.211;5.38361;0.60564;6.45302;0.378321;7.72064;0.292463;0.695563;0.0645902;1;3;37;1
171;1497;1522;28.0213;27.4084;1.02236;383;13.6682;1.58407;0.113845;2.21344;0.0991177;2.71047;0.101585;0.585008;0.0437061;3;3;24;0
172;1509;109;21.2449;20.7364;1.02452;104;4.89528;0.81291;0.201284;1.51438;0.205906;2.01491;0.450377;0.422589;0.139619;1;3;16;0
173;34;1519;57.5069;54.2863;1.05933;578;10.051;1.43255;0.14544;1.9545;0.393358;2.49447;0.901917;0.614604;0.131109;1;3;44;0
174;1454;1519;28.3279;27.4773;1.03096;407;14.3675;1.632;0.140381;2.30429;0.0764932;2.82584;0.128747;0.579306;0.0623739;3;3;23;0
175;90;1523;26.0183;24.4268;1.06515;551;21.1774;1.82825;0.139514;2.84353;0.978046;4.16137;2.35325;0.533407;0.179355;1;3;18;0
